compa_ratio,compa_ratio_range,cost_center,country,current_rating,employee_id,ethnicity,gender,generation,high_performer,high_potential,hiring_source,is_leader,is_manager,job_family_group,job_level,job_profile,legal_full_name,length_of_service,location,management_level,manager_id,org_level_1,org_level_2,org_level_3,org_level_4,org_level_5,region,single_job_family,supervisory_org,tenure_category,total_compensation,age
1.307,Above Compa-Ratio,AMER - Canada,Canada,5 - Outstanding Performance,3243,Asian,Male,Generation X (1965-1980),True,False,Linkedin,True,True,Finance,M5,FA - Management - Director,Curtis Obrien,7.31,Toronto,Director,2244,Shareholders,Board,Finance,,,AMER,FA - Management,Finance,05-10 Years,300600,56.0
1.423,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,1 - Unsatisfactory,3244,White,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Finance,P4,FA - Accounting - Senior Finance Analyst,Jason Chaney,4.775,London,Individual Contributor,4616,Shareholders,Board,Finance,Accounting,,EMEA,FA - Accounting,Accounting,02-05 Years,125200,35.0
1.376,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,4 - Exceeds Expectations,3245,White,Male,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Services,P3,Human Resources - P3 Human Resources Analyst,Daniel Williams,2.4,London,Individual Contributor,3590,Shareholders,Board,People & Operations,Performance management,,EMEA,Human Resources,Performance management,02-05 Years,85300,29.0
1.413,Above Compa-Ratio,AMER - United States of America,United States of America,5 - Outstanding Performance,3246,Hispanic,Female,Generation Y/Millenials (1981-1996),True,False,Linkedin,False,False,Finance,P3,FA - Accounting - P3 Accounting Settlement Specialist,Shirley Kelly,2.767,San Francisco,Individual Contributor,2683,Shareholders,Board,Finance,Financial Control,,AMER,FA - Accounting,Financial Control,02-05 Years,109500,30.0
1.007,At Compa-Ratio,Global Support - Asia/Pac,South Korea,4 - Exceeds Expectations,3247,White,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Sales,P2,Sales - Direct Sales - P2 Direct Sales Representative,Ronald Kline,2.773,Incheon,Individual Contributor,5038,Shareholders,Board,Sales,Marketing,Media,APAC,Sales - Direct Sales,Media,02-05 Years,47600,27.0
1.009,At Compa-Ratio,EMEA - United Kingdom,United Kingdom,2 - Needs Improvement,3248,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Sales,P2,Sales - Direct Sales - P2 Direct Sales Representative,Arthur Jordan,5.923,London,Individual Contributor,1849,Shareholders,Board,Sales,Customer Care,,EMEA,Sales - Direct Sales,Customer Care,05-10 Years,54500,27.0
1.497,Above Compa-Ratio,Global Support - Asia/Pac,Singapore,2 - Needs Improvement,3249,Asian,Female,Generation X (1965-1980),False,False,Recruiter,False,False,Finance,P5,FA - Accounting - Principal Accounting Settlement Specialist,Barbara Walker,13.868,Singapore,Individual Contributor,3182,Shareholders,Board,Finance,Financial Control,,APAC,FA - Accounting,Financial Control,10-15 Years,159800,54.0
1.433,Above Compa-Ratio,Global Support - Asia/Pac,Singapore,1 - Unsatisfactory,3250,Black or African American,Female,Baby Boomers (1946-1964),False,False,Referral,True,True,Executive,M8,Executive Management - Executive Vice President,Gina Kelly,24.981,Singapore,Executive Vice President,1000,Shareholders,,,,,APAC,Executive Management,Shareholders,15+ Years,426200,62.0
0.769,Below Compa-Ratio,Global Support - Asia/Pac,Singapore,4 - Exceeds Expectations,3251,Asian,Male,Generation Z (1997 and onwards),False,False,Recruiter,False,False,Development,P1,IT - Product Development - P1 Software Engineer,Shawn Adams,3.477,Singapore,Individual Contributor,5360,Shareholders,Board,Technology & IT,Technology,Quality Assurance,APAC,IT - Product Development,Quality Assurance,02-05 Years,29600,26.0
1.376,Above Compa-Ratio,EMEA - France,France,4 - Exceeds Expectations,3252,White,Male,Generation X (1965-1980),False,False,Referral,False,False,Sales,P5,Sales - Direct Sales - Principal Direct Sales Representative,Michael Robertson,15.786,Paris,Individual Contributor,2465,Shareholders,Board,Sales,Customer Care,,EMEA,Sales - Direct Sales,Customer Care,15+ Years,167900,52.0
1.435,Above Compa-Ratio,Global Support - Asia/Pac,Singapore,4 - Exceeds Expectations,3253,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Development,P4,IT - Product Development - Senior Software Engineer,Michael House,2.307,Singapore,Individual Contributor,2054,Shareholders,Board,Technology & IT,Technology,Quality Assurance,APAC,IT - Product Development,Quality Assurance,02-05 Years,110500,36.0
1.467,Above Compa-Ratio,AMER - Canada,Canada,1 - Unsatisfactory,3254,White,Male,Generation X (1965-1980),False,False,Referral,False,False,Services,P5,Human Resources - Principal Human Resources Analyst,Jim Skinner,15.425,Toronto,Individual Contributor,5586,Shareholders,Board,People & Operations,,,AMER,Human Resources,People & Operations,15+ Years,223700,58.0
0.965,At Compa-Ratio,AMER - Canada,Canada,5 - Outstanding Performance,3255,White,Male,Generation X (1965-1980),True,False,Linkedin,False,True,Sales,M4,Sales - Management - Senior Manager,Brian Bishop,1.222,Vancouver,Manager,4744,Shareholders,Board,Sales,Marketing,,AMER,Sales - Management,Marketing,01-02 Years,190600,56.0
1.393,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,4 - Exceeds Expectations,3256,White,Male,Generation X (1965-1980),False,True,Referral,True,True,Sales,M6,Sales - Management - Senior Director,Travis Colon,15.904,London,Director,5623,Shareholders,Board,Sales,,,EMEA,Sales - Management,Sales,15+ Years,300800,48.0
1.408,Above Compa-Ratio,EMEA - France,France,1 - Unsatisfactory,3257,White,Female,Baby Boomers (1946-1964),False,False,Referral,True,True,Executive,M8,Board Management - Executive Vice President,Ashley Soto,33.167,Nice,Executive Vice President,5612,Shareholders,Board,,,,EMEA,Board Management,Board,15+ Years,478700,61.0
1.625,Above Compa-Ratio,AMER - Canada,Canada,2 - Needs Improvement,3258,White,Female,Baby Boomers (1946-1964),False,False,Internal,True,True,Executive,M8,Executive Management - Executive Vice President,Susan Moore,26.389,Vancouver,Executive Vice President,1000,Shareholders,,,,,AMER,Executive Management,Shareholders,15+ Years,690800,60.0
1.347,Above Compa-Ratio,AMER - Canada,Canada,4 - Exceeds Expectations,3259,Asian,Female,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Sales,P3,Sales - Direct Sales - P3 Direct Sales Representative,Jessica Hunter,9.786,Vancouver,Individual Contributor,5088,Shareholders,Board,Sales,Customer Care,,AMER,Sales - Direct Sales,Customer Care,05-10 Years,104400,32.0
0.93,Below Compa-Ratio,EMEA - France,France,3 - Meets Expectations,3260,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Finance,P2,FA - Accounting - P2 Accounting Settlement Specialist,Brett Holland,2.293,Lyon,Individual Contributor,3914,Shareholders,Board,Finance,Accounting,,EMEA,FA - Accounting,Accounting,02-05 Years,50200,28.0
1.307,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,1 - Unsatisfactory,3261,White,Male,Generation X (1965-1980),False,False,Referral,False,False,Sales,P5,Sales - Direct Sales - Principal Direct Sales Representative,Chad Allison,27.641,London,Individual Contributor,1252,Shareholders,Board,Sales,Sales Development,,EMEA,Sales - Direct Sales,Sales Development,15+ Years,159400,54.0
0.85,Below Compa-Ratio,AMER - Canada,Canada,1 - Unsatisfactory,3262,White,Male,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Finance,P2,FA - Accounting - P2 Accounting Settlement Specialist,Jason Mack,3.436,Vancouver,Individual Contributor,4119,Shareholders,Board,Finance,Accounting,,AMER,FA - Accounting,Accounting,02-05 Years,57400,28.0
1.337,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,4 - Exceeds Expectations,3263,White,Female,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Sales,P3,Sales - Inside Sales - P3 Inside Sales Representative,Rhonda Peterson,0.803,London,Individual Contributor,3255,Shareholders,Board,Sales,Marketing,Media,EMEA,Sales - Inside Sales,Media,00-01 Years,82900,31.0
1.187,Above Compa-Ratio,Global Support - Asia/Pac,Singapore,1 - Unsatisfactory,3264,Asian,Male,Generation X (1965-1980),False,False,Corporate Website,False,False,Services,P5,Human Resources - Principal Human Resources Consultant,Bradley Watson,19.438,Singapore,Individual Contributor,5586,Shareholders,Board,People & Operations,Pay & Reward,,APAC,Human Resources,Pay & Reward,15+ Years,126700,55.0
1.37,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,1 - Unsatisfactory,3265,White,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Development,P4,IT - Product Development - Senior Data Scientist,Isaac Ortega,7.956,London,Individual Contributor,3221,Shareholders,Board,Technology & IT,Technology,Quality Assurance,EMEA,IT - Product Development,Quality Assurance,05-10 Years,120600,34.0
1.405,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,5 - Outstanding Performance,3266,White,Male,Generation Y/Millenials (1981-1996),True,False,Internal,False,False,Development,P4,IT - Product Development - Senior Data Scientist,Paul Fisher,9.712,London,Individual Contributor,3033,Shareholders,Board,Technology & IT,Technology,Quality Assurance,EMEA,IT - Product Development,Quality Assurance,05-10 Years,123600,33.0
1.284,Above Compa-Ratio,AMER - United States of America,United States of America,4 - Exceeds Expectations,3267,Black or African American,Male,Generation Y/Millenials (1981-1996),False,True,Recruiter,False,False,Sales,P4,Sales - Direct Sales - Senior Direct Sales Representative,Robert Gutierrez,3.474,San Francisco,Individual Contributor,2303,Shareholders,Board,Sales,Customer Care,,AMER,Sales - Direct Sales,Customer Care,02-05 Years,141200,35.0
1.369,Above Compa-Ratio,AMER - Canada,Canada,4 - Exceeds Expectations,3268,Hispanic,Female,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Development,P3,IT - Product Development - P3 Data Scientist,Judy Phelps,6.921,Toronto,Individual Contributor,2861,Shareholders,Board,Technology & IT,IT,Systems,AMER,IT - Product Development,Systems,05-10 Years,106100,31.0
0.951,At Compa-Ratio,AMER - United States of America,United States of America,3 - Meets Expectations,3269,White,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Sales,P3,Sales - Direct Sales - P3 Direct Sales Representative,Isaiah Johnson,0.079,San Francisco,Individual Contributor,4709,Shareholders,Board,Sales,Marketing,Analyst Relations,AMER,Sales - Direct Sales,Analyst Relations,00-01 Years,73700,29.0
0.769,Below Compa-Ratio,AMER - Canada,Canada,3 - Meets Expectations,3270,American Indian or Alaska Native,Female,Generation Z (1997 and onwards),False,True,Referral,False,False,Development,P1,IT - Product Development - P1 Data Scientist,Alexandra Drake,2.701,Toronto,Individual Contributor,5069,Shareholders,Board,Technology & IT,Technology,Engineering,AMER,IT - Product Development,Engineering,02-05 Years,42300,24.0
0.678,Below Compa-Ratio,Global Support - Asia/Pac,South Korea,4 - Exceeds Expectations,3271,Asian,Female,Generation Z (1997 and onwards),False,True,Recruiter,False,False,Development,P1,IT - Product Development - P1 Software Engineer,Angela Edwards,2.156,Daegu,Individual Contributor,4685,Shareholders,Board,Technology & IT,Technology,Quality Assurance,APAC,IT - Product Development,Quality Assurance,02-05 Years,26100,23.0
1.322,Above Compa-Ratio,AMER - Canada,Canada,5 - Outstanding Performance,3272,Asian,Female,Generation Y/Millenials (1981-1996),True,False,Linkedin,False,False,Services,P5,Human Resources - Principal Human Resources Consultant,Carly Brown PhD,7.529,Toronto,Individual Contributor,1949,Shareholders,Board,People & Operations,Recruitment,,AMER,Human Resources,Recruitment,05-10 Years,201600,37.0
1.006,At Compa-Ratio,EMEA - France,France,2 - Needs Improvement,3273,Hispanic,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Development,P3,IT - Product Development - P3 Data Scientist,Martin Orr,8.893,Paris,Individual Contributor,5309,Shareholders,Board,Technology & IT,Technology,Engineering,EMEA,IT - Product Development,Engineering,05-10 Years,62400,31.0
1.387,Above Compa-Ratio,AMER - United States of America,United States of America,2 - Needs Improvement,3274,American Indian or Alaska Native,Male,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,True,Executive,M7,Executive Management - Vice President,Mark Reeves,13.06,San Francisco,Vice President,5612,Shareholders,,,,,AMER,Executive Management,Shareholders,10-15 Years,492300,42.0
1.07,Above Compa-Ratio,Global Support - Asia/Pac,South Korea,1 - Unsatisfactory,3275,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Sales,P4,Sales - Direct Sales - Senior Direct Sales Representative,Joseph Phillips,8.233,Seoul,Individual Contributor,1800,Shareholders,Board,Sales,Customer Care,,APAC,Sales - Direct Sales,Customer Care,05-10 Years,82400,36.0
1.072,Above Compa-Ratio,AMER - Canada,Canada,4 - Exceeds Expectations,3276,White,Male,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Sales,P4,Sales - Inside Sales - Senior Inside Sales Representative,Michael Spencer,11.049,Toronto,Individual Contributor,5630,Shareholders,Board,Sales,Customer Care,,AMER,Sales - Inside Sales,Customer Care,10-15 Years,117900,36.0
0.898,Below Compa-Ratio,EMEA - France,France,3 - Meets Expectations,3277,Hispanic,Male,Generation Z (1997 and onwards),False,True,Corporate Website,False,False,Development,P2,IT - Product Development - P2 Software Engineer,Patrick Blankenship,0.107,Marseille,Individual Contributor,3860,Shareholders,Board,Technology & IT,Technology,Design,EMEA,IT - Product Development,Design,00-01 Years,48500,26.0
1.028,At Compa-Ratio,AMER - Canada,Canada,1 - Unsatisfactory,3278,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Linkedin,False,False,Sales,P3,Sales - Inside Sales - P3 Inside Sales Representative,Douglas Rose,7.274,Toronto,Individual Contributor,4020,Shareholders,Board,Sales,Customer Care,,AMER,Sales - Inside Sales,Customer Care,05-10 Years,79700,32.0
1.155,Above Compa-Ratio,AMER - United States of America,United States of America,2 - Needs Improvement,3279,Hispanic,Female,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Services,P4,Legal - Corporate - Senior Legal Consultant,Melody Griffin,12.627,San Francisco,Individual Contributor,1992,Shareholders,Board,Legal,Compliance & Regulation,,AMER,Legal - Corporate,Compliance & Regulation,10-15 Years,127100,36.0
1.262,Above Compa-Ratio,AMER - United States of America,United States of America,1 - Unsatisfactory,3280,Hispanic,Female,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Sales,P4,Sales - Direct Sales - Senior Direct Sales Representative,Kimberly Kramer,12.271,San Francisco,Individual Contributor,1212,Shareholders,Board,Sales,Customer Care,,AMER,Sales - Direct Sales,Customer Care,10-15 Years,138800,34.0
1.248,Above Compa-Ratio,EMEA - France,France,2 - Needs Improvement,3281,White,Female,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Development,P3,IT - Product Development - P3 Data Scientist,Melissa Barron,7.603,Paris,Individual Contributor,1100,Shareholders,Board,Technology & IT,Technology,Quality Assurance,EMEA,IT - Product Development,Quality Assurance,05-10 Years,77400,32.0
1.15,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,5 - Outstanding Performance,3282,Asian,Female,Generation Y/Millenials (1981-1996),True,False,Agency,False,False,Sales,P3,Sales - Direct Sales - P3 Direct Sales Representative,Jennifer Gonzalez,2.071,London,Individual Contributor,1190,Shareholders,Board,Sales,Account Executives,,EMEA,Sales - Direct Sales,Account Executives,02-05 Years,71300,33.0
